review_id,comment_clean,image_url,avg_rating,food_score,price_score,atmosphere_score
2634043,Thức ăn ở quán mức chấp nhận được. Giá cả cũng k quá đắt phù họp mọi người.,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwa7uy0vgp95c1@resize_w800,7.6,7.0,8.0,7.0
1398992,"Bún riêu hơi ngọt quas đối với người Bắc. Mình trộn hết dĩa mắm và mắm tôm vào thì ăn vừa miệng, chua chua thanh thanh. Quán ăn sạch sẽ, rau trông cũng sạch, ngon miệng. Giá 50k một bát đầy đủ.",https://down-vn.img.susercontent.com/vn-11134259-7r98o-lw99kadz5oez81@resize_w800,8.2,7.0,7.0,7.0
2397271,"(Nguồn tin: Kênh14.vn và nhiều bài báo khác) ""Tấm bằng Giỏi tại trường đào tạo đầu bếp NDS Chefs, Nam Phi"" lên google search có ngay cái phôi bằng + cái logo NDS Chef Alo lên khách sạn Caravelle gặp BP Lê Tân hỏi tên nhân viên Bạch Duy Hoài, họ chuyển máy sang BP nhân sự và BP nhân sự xác nhận từ trước đến nay chẳng có nhân viên nào tên Bạch Duy Hoài. Chiêu trò PR bẩn để được sự ủng hộ khách hàng, trơ trẽn, lố lăng",https://down-vn.img.susercontent.com/vn-11134259-7r98o-lw9pjooweeor2a@resize_w800,1.0,1.0,1.0,1.0
11243306,Creamy black tea không được ngon.,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwh09a9qfh0b04@resize_w800,7.0,7.0,7.0,7.0
3789079,"Morico chắc cũng không xa lạ gì mấy rồi. Khách vào Morico lúc nào cũng đông, nhân viên chuyên nghiệp, nhanh nhẹn, tư vấn rất kỹ càng luôn ấy. Mình gọi 1 phần salad gà Teriyaki, 1 phần roll gì không nhớ rõ tên và 1 phần nước ép củ dền không đường. Salad gà rất ngon, rau tươi sạch lắm luôn mà 1 dĩa cũng nhiều ơi là nhiều, gà cắt miếng khá bự ăn 1 dĩa này cũng đủ no, thịt gà mềm không bị bở, sốt Teriyaki rất đậm đà, mùi thơm. - nước ép vị dễ uống, sushi cũng ngon.",https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwi428i69f4p12@resize_w800,8.0,8.0,8.0,8.0
2470218,"Mình đặt 2 phần 2 con cháo tỏi ếch sả và cháo hành ếch sate. Giá 85k 1 phần tính luôn tiền hộp 5k, giá hợp lý. Thịt ếch săn, thấm vị. Cháo trắng vị nhạt nhưng ăn với nước ếch khá hợp. Nước ếch cũng khá nhiều đủ ăn với cháo. Mình có đi ngang qua quán vài lần thấy cũng khá rộng rãi thoáng mát nên chắc lần sau sẽ ghé quán.",https://down-vn.img.susercontent.com/vn-11134259-7r98o-lweodtcz1r6h62@resize_w800,7.6,8.0,8.0,7.0
1048912,"Đã ăn ở đây vài lần, chủ yếu ăn bún cá vs hủ tiếu mực. Hủ tiếu mực thì theo mình dở, ko nên thử. Bún cá lúc mới mở ăn cũng đc mà chừ dở đi nhìu. Nước lỏng bỏng, cá rất ít, sứa ko đc tươi nữa. Thêm cái nữa là vô quán có mùi ẩm mốc rất khó chịu, bàn thì khăn vải nên dính nước vs thức ăn ko thể lau sạch trông cực dơ. trà đá free !",https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwgdxznfbsuz2e@resize_w800,6.4,6.0,6.0,6.0
15867082,"Lớp bánh mỏng, thịt ngon, quán ăn sạch sẽ. Đi làm gần đó thường ghé ăn. Sẽ lại đây ăn nhiều lần nữa.",https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwbgqh8uhhp72a@resize_w800,10.0,10.0,10.0,10.0
5525943,"Hôm nay đi 3 người, kêu 3 phần bún đậu, 1 nem rán, 1 chả mực, 2 nước sấu, 1 nước mơ = 351k Mình không biết giá từng món, do quán không đưa menu, nhân viên lên giới thiệu bla bla thôi - Về giá cả: được!!! So với bún đậu giao về thì giá cao hơn, nhưng đây do ăn tại quán. Nên mình thấy ổn. - Món ăn: Mắm rất ngon, chả mực ngon! Chả cốm bình thường, đậu bình thường! Nước hơi ngọt. Rau ít và cục bún hơi nát! - Không gian: mát mẻ, thoáng. - Dịch vụ: nhân viên đông, nhiệt tình, sạch sẽ.",https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwg9f5mc0fkp1d@resize_w800,8.2,8.0,8.0,8.0
3914537,"Mình mua sandwich bò phô mai và burger gà phô mai 💥Sandwich bò phô mai (35k): bò mềm, ngọt, nước xốt nhiều 💥Burger gà phô mai (35k): Gà cực kì nhiều luôn nhé. Đây là món yêu thích của mình. Kì nào ghé quán mình của mua món này 💯",https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwb2q7sttckbef@resize_w800,10.0,10.0,10.0,10.0
2888091,"Bạn mình rủ ra ăn. Ban đầu mình hơi shock vì đồ ăn đơn giản quá :)), chỉ có huyết, cà chua, riêu với tàu hủ, chả thì ăn tự lột tính tiền thêm. Nước lèo lạ lạ màu cam. Nói chung ăn ngon, ổn nhưng nóng quá, cộng thêm giá hơi mắc.",https://down-vn.img.susercontent.com/vn-11134259-7r98o-lw99ka71fu1l93@resize_w800,7.8,8.0,8.0,7.0
8969427,"Theo mình thấy thứ nhất là quán rộng rãi, thoáng mát, hai là viên phục vụ tốt, ba là Bánh Canh Cua đậm đà, đúng chất, mình đi tầm chập chiều tối, quán lúc nào cũng đông khách, sẽ luôn ủng hộ như mọi lần.",https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwapxnvoirx78f@resize_w800,8.0,8.0,8.0,8.0
2939891,"Quán ở trong hẻm,hôm mình đến nhân viên báo gửi xe ngoài đầu hẻm rồi đi bộ vô. Sẽ có thẻ gửi xe miễn phí. Giá cả ok, phần nhỏ tầm 35-40k, ăn no. Thịt nhiều, nước sốt vị đậm đà. Có 1 điều làm mình không muốn ủng hộ quán lần thứ 2 là do quán sử dụng luôn cả hộp nhựa xốp và nĩa nhựa (loại dùng 1 lần cho khách mua về) cho khách ngồi ăn tại quán. Như vậy 1 ngày họ sẽ thải ra môi trường k biết bao nhiêu là đồ nhựa.",https://down-vn.img.susercontent.com/vn-11134259-7r98o-lw9pjova0uzd5a@resize_w800,5.4,7.0,8.0,4.0
2419755,"Quán đã decor giáng sinh, nhẹ nhàng mà xinh xắn. Tụi mình gọi phần lẩu cá hồi, rất nhiều cá, béo ngọt nên ấn tượng lắm. Mình tới trễ, các ace đã ăn trước phần bánh hỏi nhìn cũng hấp dẫn lắm nên mình gọi thêm gỏi cuốn 4 cái ăn khai vị. Chè khúc bạch 30k đựng trong thố sứ nhìn xinh xắn, ăn cũng ngon lắm. Rau câu tráng miệng mỗi người 1 hũ ăn vẫn thích thú như ngày đầu.",https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwg9j8quedi3c8@resize_w800,7.2,8.0,6.0,8.0
10028020,"Đồ ăn ở đây khá ngon, mình đã ghé nhiều lần, cả mì quảng hay cơm gà đều vừa miệng. 1. Mì Quảng rất đậm đà, ít nước, có chả giò đậu phộng rất lạ và ngon, tôm tươi, sợi mì cũng dai 2. Cơm gà ta, gà ta rất ngon luôn, ko bỡ như gà công nghiệp, hạt cơm tơi, mềm, thơm. Súp gà và đồ ăn kèm cũng hợp lý. 3. Chè bắp ngon, chanh sả gừng thơm 4. Mẹt gà chưa thử để hôm sau ghé lại và thử nè 5. Giá tầm 45k, nước 15-20k cho khu Q3 là hợp lý 6. Quán decor kiểu Hội An rất dễ thương, nhạc cũng hay và nhân viên thì cũng ok luôn. Tóm lại là sẽ quay lại",https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwa16l1q0a8r20@resize_w800,9.6,10.0,10.0,10.0
759228,"Lâu lắm rồi mới ăn lại bánh trứng mà vẫn ngon như ngày naò. Không gian ở đây cũng khá rộng, nhân viên cũng dễ thương mà cũng dễ cười luôn, bạn mình đi chung order vui chút mà chị ấy cười không order nổi luôn he he.",https://down-vn.img.susercontent.com/vn-11134259-7r98o-lw8zwln3wesb57@resize_w800,8.0,9.0,8.0,8.0
1986017,Lâu lâu đi ăn lại vì thèm rau rừng quá. Rau nay vẫn rừng như vậy. Tươi và xanh. Đặc biệt thích chuối và khế chua. Giờ xe giữ ngoài đường nên không an tâm lắm. Thu 3k mà để mình tự lèo lái dắt xe ra :( Giá vẫn hơi chát như ngày nào.,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwg9j7qrv5qz94@resize_w800,6.6,7.0,6.0,7.0
1899190,"/Sai Gon 🇻🇳/ Bún thịt nướng chị Tuyền nổi tiếng ngon nhất Sài Thành ❤️ Ở đây có cả bánh hỏi thịt nướng, bánh mì hấp các thứ nhưng mình cứ căn bản bún thịt nướng mà quất! Tô bún đầy đặn, miếng thịt màu sắc hấp dẫn vcđ, mập ú tròn tròn lại dài dài kích thích vị giác vô cùng tận! Thịt miếng dày cắn phát cứ gọi là ngập tràn trong hương vị đậm đà í là có xíu xiu ngọt rất duyên 😌 3 miếng thịt trông có vẻ ít nhưng nhiều lắm, ăn hết bún hết rau vẫn còn thịt😱!!!! Bún cho vừa và rau cho thoáng tay lắm ạ, rau xắt nhỏ nhỏ vừa ăn lại rất tươi xanh, ưng lắm kekek 🙈 Nước chấm ở đây chuẩn nữa, kiểu k biết chê ở đâu luôn í, dít zô xíu ớt mà 2 má con cay xuýt xao cả buổi luôn nạ 🙏🏽 1 tô bún thịt nướng k thôi 40 cành 🌿 1/2/2018 tiệm sẽ dời về 175 Cô Giang nha, cách tầm 50m à. Nghỉ tết từ 27 âm đến mùng 6 bán lại nha 💃🏻 🔥 Follow instagram @quinbeo để coi review hàng ngày nha 🔥",https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwa95g6bi9cpe0@resize_w800,8.6,10.0,9.0,8.0
1983009,"Nằm trên đường Võ Văn Tần đã lâu rồi và chỗ này cũng là quán mà nhà mình hay ghé nhất. Không chỉ bánh canh ngon mà mấy món khác cũng chất lượng không kém. Giá khá đắt nhưng đáng đồng tiền. Phần nào cũng nhiều thịt thà hết Mình thích nhất mấy món cuốn (bò luộc củ chi với nem nướng hoàng mao). Thịt bò mềm, chấm mắm nêm, cuốn bánh tráng phơi sương mặn mặn. Nem nướng thì chấm với nước sốt tôm thịt nóng ấm, sốt thịt bằm với tôm khá nhiều.",https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwg147h2sonv4d@resize_w800,9.6,10.0,9.0,10.0
2323364,"Mình đc free ca 1 ko học nên qua vivo vào lúc 8h sáng :(( và đương nhiên ko quán nào mở cửa, haiz :(( do bạn mình đói nên vào mc để ăn :)) mình thì ko có nhu cầu nên chỉ mua 1 ly nước ngọt 20k, lúc đi ra mình ko kt tiền vì nghĩ đưa 100k chẵn ko lẽ thối lộn, lúc ra bàn kiểm lại thì thiếu 10k, mình cũng có lại quầy hỏi nhưng bên đó bảo đã thối đủ, mình chỉ còn đúng 1 tờ 500k và 1 tờ 100k, ko lẽ tờ 10k kia bay đi đâu. Mà mình đuối lý nên cũng chẳng đôi co gì đc :)) chỉ là ấn tượng éo thể nào tốt nổi :)) bạn mình order món kem vani gì đó :)) bao ngọt ngay :)) nó xử ko hết ly kem :)) còn miếng gà hơi nhỏ :)) thôi cũng do mất tiền mà chả hiểu nên mình bình luận khá tiêu cực :))",https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwbsjlxtvp3v7f@resize_w800,3.4,1.0,5.0,5.0
2054247,"Quán nằm ngay đầu hẻm nên khá dễ tìm, có người giữ xe an toàn, quán khá nhỏ, đông nữa. Nhân viên phục vụ cute. Order đồ ăn lên nhanh. 🌸 pannacota việt quất, béo ngon, nhưng sốt việt quất mình thấy khá ngọt, chua thêm chút thì ngon hơn. 🌸 flan phô mai, phần đáy là phô mai, phần trên là flan trứng sữa, béo thơm, ngon 🌸 chè khúc bạch thập cẩm, nước chè ngọt thanh, ăn bao giải khát, nhãn, hạnh nhân,..cho cũnh khá nhìu. Đối vs 1 con ko thích ăn ngọt thì này khá ngon 🌸 Giá cả phù hợp Có dịp sẽ quay lại 👍",https://down-vn.img.susercontent.com/vn-11134259-7r98o-lw902zn7h49lc4@resize_w800,7.8,8.0,8.0,6.0
2522572,"Mình đặt trên Grab Food, nhưng mà giá trên đấy chưa được đúng lâm vì giá tăng lên thêm 1k, Grab chưa cập nhật nữa. Mình đặt bánh flan, flan phô mai, chè khúc bạch thập cẩm. Vì mình chưa chắc chắn về giá lắm nên ko nêu lên trên này, có sự khác nhau giữa Now và Grabfood nữa cơ. Về flan thì mình thấy ngon quá trời, cái nào cũng ngon, khúc bạch thập cẩm cũng ngon ko kém ăn mát rượi. Quán còn cho thêm đá bào ở dưới để ăn cùng nữa, rất chu đáo 👍Btw, follow IG @myanhnguyenthi to explore more places and somewhere in Vietnam📍",https://down-vn.img.susercontent.com/vn-11134259-7r98o-lw902ydp638919@resize_w800,8.0,8.0,8.0,8.0
3420043,"Quán này con bạn hay ăn hồi nó học cấp 3 ở Sài Gòn. Hôm nọ nó dắt đi ăn, ấn tượng đầu tiên là quán nằm ở khu đông đúc, nhộn nhịp, không gian to nhưng khi vào quán thấy không thoải mái lắm, thấy bị khói và cái quạt trên trần làm ánh đèn bị chập chờn hơi khó chịu. Món ăn tầm giá khá cao. 4 đứa order thịt luộc, combo nem, bún mắm và bánh canh. Lúc dọn ra bị choáng với 2 mâm rau to ụ, đủ loại. Cuốn rau với thịt luộc chấm mắm nêm nữa là trọn vị nè. Combo nem ăn cũng tạm thôi, không ngon. Sợi bánh canh với sợi bún trong bún mắm là một nè. Vẫn thích ăn bún mắm hơn, nước lèo vừa ăn, đồ ăn cũng nhiều, tươi ngon. Các loại nước uống bình thường, có nước sâm mía lau thanh mát.",https://down-vn.img.susercontent.com/vn-11134259-7r98o-lw8ki6cbx1p753@resize_w800,6.8,7.0,6.0,6.0
10576038,"Rất nhiều lần order đồ ăn ở đây và tới tận quán để ăn, nh đây là lần đầu tiên cảm thấy thất vọng tràn trề. 1 PHẦN BÁNH GẠO PHÔ MAI 45K???? này là bánh gạo phô mai hay là bánh gạo thường cho thêm 1 miếng cheese? 45K MÀ ĐC ĐÂU 5 MIẾNG BÁNH GẠO THƯỜNG? 2 MIẾNG BẮP CẢI?? BỘ LẤY TIỀN CỦA KHÁCH DỄ LẮM HAY GÌ. LÀM ĂN BỊP BỢM.",https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwez5luhkf6h4f@resize_w800,3.4,1.0,1.0,5.0
1636236,"Đồ ăn ở đây thấy tươi ngon, một phần cho hai người thì cho khá nhiều rau và nhiều loại nước chấm (nhưng nhiều nên chẳng biết loại nào để chấm cái gì). Nhân viên đông nhưng không nhiệt tình lắm. Không gian rộng rãi. Giá thì thấy hơi quá đắt cho món này. Mỗi người ăn hết tới 180k mới no.",https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwg149sve2ft37@resize_w800,5.8,7.0,3.0,8.0
1028900,"Địa điểm này là nơi mình để lên hàng đầu vì mình khoái pizza lắm, với lại mình bị ghiền ở đây với món ăn. Cái ấn tượng đầu tiên của mình là quán nằm ở ngay ngã tư Hòa Hảo nên có view khá là ok :))) Ngoài ra còn gần nơi mình học nên hay thường ghé qua khi đói. Về mặt đánh giá quán thì mình thấy pizza của Domino rất ngon mà lại khá hợp lý về giá. Nhân viên rất nhiệt tình, dễ nói chuyên và dễ thương, không gian rộng rãi vì có đến 2 lầu. Tuy vậy nhưng vẫn có mặt ko tốt như uống nước mà ko cho đá, chỉ đem chai ướp lạnh lên rồi tự mình lấy ly uống thôi. Còn lại rất tốt.",https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwbiehhp872x76@resize_w800,6.6,7.0,6.0,7.0
11372965,"Bánh mì ngon, đầy đủ . 25k/ổ nha 👍🏻 Nhân viên nhiệt tình ☺️ @t4_eattheworld",https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwdadsqex2or97@resize_w800,7.0,8.0,7.0,6.0
3783078,"Vị trí: nằm trong tòa nhà Parkson Flemington. gửi xe ở tầng hầm B1 xong bấm thang máy lên lầu 1 quẹo trái là thấy liền. 🏡 Không gian: quán có 2 lối vào, chi nhánh này chủ yếu bán take away hay sao í, toàn delivery vào mua. Chắc trong tòa nhà khách vào phải gửi xe hơi bất tiện nên khách ngồi lại rất ít. 🥤Nước uống: mình gọi: _Trà Sữa Oolong (size L 53k) _Trà Đen Đào (size M 44k) dù đã giảm 50% đường nhưng vẫn bị ngọt quá, chắc do siro đào ngọt sẵn, nên mọi người uống món này nhớ giảm mức đường thêm nha _Trà Sữa Khoai Môn (size L 51k) mình chỉ 1 tình yêu với trà sữa khoai môn thôi. Món này thêm trân châu trắng với kem sữa nữa là ngon nhức nách )) Dành cho tín đồ iu đồ béo, đồ ngọt giống mình á nhen 💃🏻 Nhân viên: vui vẻ, nhanh nhẹn, dễ thương",https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwia047ercgr47@resize_w800,8.0,8.0,8.0,8.0
1921059,"Đã lâu mới quay lại chi nhánh này. Đây là lần thứ 2 mình đến đây. Mới đầu tính order cái loại bánh mới viền phô mai nặn như vương miện được quảng cáo trên fanpage mà nhân viên bảo cái đó hết bán rồi. Nên mình chọn loại Hải sản cao cấp - Seafood Deluxe cũng na ná như vậy. Loại này đế vừa nên mình chỉ chọn viền phô mai thôi ko viền xúc xích. Giá là 239k size M. Ăn ngon lắm nha. Phô mai được viền ngoài cùng bột bánh siêu ngon. Nhân hải sản cũng đa dạng như thanh cua, nghêu, bạch tuộc... 2 người ăn thôi mà kêu thêm nước nữa là no lắm luôn. Mình uống Sparkling Tea Blueberry - 45k uống cũng được. Vị blueberry ko đậm lắm. Ly này cũng khá bự nhưng lại kèm thêm 1 chai nhỏ nữa. Mới đầu mình tưởng đây là nước đường ai ngờ là soda.",https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwfb8w6nxae39f@resize_w800,8.0,9.0,7.0,8.0
3255730,"Đến quầy ord mà mặt khó chịu, ai mà mua",https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwh6mvy0nl5le9@resize_w800,3.8,3.0,5.0,5.0
354265,"Quán nằm ở vị trí khá dễ tìm, không gian quán rộng rãi, sạch sẽ, thoáng mát. Quán phở ở đây ăn cũng được. Quán lúc nào cũng khá đông mình cũng có ghé đến ăn được vài lần. Sợi phở mềm, thịt bò mềm, nước dùng béo và đậm đà. Ăn kèm với rau sống. Rau được rửa sạch sẽ, tươi xanh. Mình hay ăn tái và gân là nhiều, ăn cùng nước béo tuyệt vời luôn. Ngoài ra cũng có đủ gầu, bò viên, nạm... Có khi ăn thêm 1 chén súp trứng nữa. Một tô khá là nhiều 45k so với mặt bằng chung tạm chấp nhận được. Phở nấu theo hương vị của miền Bắc. Nhân viên đông cũng nhiệt tình, nhanh nhẹn.",https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwhul2sl3hsr9a@resize_w800,7.8,8.0,7.0,7.0
2117792,tuy bún và nước chấm ko đc ngon nhưng bù lại nhân viên phục vụ nhiệt tình. Đậu ko chiên từng miếng nên mình ko thích điểm này. Đế đặt ly quá dính nên các bạn cẩn thận ko thôi như mình nguyên ly nước đổ luôn 😂,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwf0gcnt0el599@resize_w800,6.0,4.0,4.0,10.0
